return_id,order_id,return_date,return_reason,refund_amount,reverse_logistics_cost,restockable
RET-000722,ORD-013644,2024-06-14,Late Delivery,36.78,50.73,True
RET-000723,ORD-013647,2024-06-12,Wrong Size / Fit,62.85,35.26,True
RET-000724,ORD-013680,2024-06-03,Wrong Size / Fit,225.85,41.12,True
RET-000725,ORD-013688,2024-06-09,Wrong Size / Fit,489.17,37.69,False
RET-000726,ORD-013719,2024-06-13,Item Defective,123.7,43.51,True
RET-000727,ORD-013732,2024-05-30,Item Defective,86.47,38.44,True
RET-000728,ORD-013787,2024-07-20,Wrong Size / Fit,868.32,42.3,True
RET-000729,ORD-013812,2024-07-31,Item Defective,88.31,41.45,True
RET-000730,ORD-013818,2024-07-27,Item Defective,297.48,35.09,True
RET-000731,ORD-013839,2024-05-23,Buyer Remorse,294.05,50.94,True
RET-000732,ORD-013841,2024-05-10,Wrong Size / Fit,92.72,43.77,True
RET-000733,ORD-013843,2024-09-20,Late Delivery,852.06,42.18,True
RET-000734,ORD-013847,2024-07-31,Wrong Size / Fit,81.15,47.63,True
RET-000735,ORD-013852,2024-08-31,Late Delivery,102.22,36.3,True
RET-000736,ORD-013886,2024-04-28,Late Delivery,544.77,46.21,True
RET-000737,ORD-013897,2024-10-07,Buyer Remorse,128.28,50.14,True
RET-000738,ORD-013926,2024-09-11,Item Defective,890.66,38.99,True
RET-000739,ORD-013951,2024-08-23,Item Defective,136.15,43.71,True
RET-000740,ORD-013952,2024-06-22,Wrong Size / Fit,944.18,41.57,True
RET-000741,ORD-013955,2024-05-05,Wrong Size / Fit,212.44,43.25,False
RET-000742,ORD-013968,2024-05-26,Item Defective,55.31,48.85,True
RET-000743,ORD-013977,2024-06-16,Wrong Size / Fit,623.12,49.67,False
RET-000744,ORD-013995,2024-08-23,Wrong Size / Fit,67.79,47.14,True
RET-000745,ORD-013998,2024-07-07,Late Delivery,31.14,43.97,True
RET-000746,ORD-014019,2024-09-09,Wrong Size / Fit,121.39,42.56,True
RET-000747,ORD-014034,2024-05-17,Wrong Size / Fit,426.01,48.73,True
RET-000748,ORD-014064,2024-07-17,Late Delivery,51.75,45.5,False
RET-000749,ORD-014075,2024-08-11,Wrong Size / Fit,120.27,51.15,False
RET-000750,ORD-014091,2024-04-23,Wrong Size / Fit,41.11,37.23,True
RET-000751,ORD-014107,2024-08-07,Buyer Remorse,123.36,35.61,True
RET-000752,ORD-014139,2024-07-20,Buyer Remorse,193.3,36.49,True
RET-000753,ORD-014144,2024-08-22,Item Defective,70.35,38.8,True
RET-000754,ORD-014155,2024-06-14,Item Defective,362.04,43.33,True
RET-000755,ORD-014170,2024-08-29,Wrong Size / Fit,60.39,46.01,True
RET-000756,ORD-014178,2024-09-05,Late Delivery,80.86,38.36,True
RET-000757,ORD-014191,2024-07-29,Wrong Size / Fit,29.42,38.87,True
RET-000758,ORD-014204,2024-05-22,Late Delivery,204.37,37.2,True
RET-000759,ORD-014207,2024-09-20,Late Delivery,497.6,48.36,True
RET-000760,ORD-014214,2024-09-10,Wrong Size / Fit,260.76,45.33,True
RET-000761,ORD-014217,2024-05-01,Buyer Remorse,15.84,37.32,False
RET-000762,ORD-014254,2024-07-10,Item Defective,168.05,50.56,True
RET-000763,ORD-014264,2024-07-20,Item Defective,35.78,42.65,False
RET-000764,ORD-014265,2024-04-21,Item Defective,169.99,43.92,True
RET-000765,ORD-014276,2024-06-14,Buyer Remorse,532.21,42.07,True
RET-000766,ORD-014327,2024-09-22,Wrong Size / Fit,247.43,48.88,False
RET-000767,ORD-014336,2024-07-28,Buyer Remorse,53.65,51.11,True
RET-000768,ORD-014361,2024-04-12,Late Delivery,120.92,40.28,True
RET-000769,ORD-014364,2024-06-25,Buyer Remorse,482.47,44.66,True
RET-000770,ORD-014377,2024-08-07,Wrong Size / Fit,868.35,41.26,False
RET-000771,ORD-014403,2024-07-19,Late Delivery,52.42,51.18,True
RET-000772,ORD-014426,2024-07-23,Late Delivery,77.35,43.45,True
RET-000773,ORD-014457,2024-06-16,Wrong Size / Fit,295.37,36.39,True
RET-000774,ORD-014471,2024-05-30,Buyer Remorse,291.53,46.77,False
RET-000775,ORD-014506,2024-08-14,Wrong Size / Fit,259.07,46.07,True
RET-000776,ORD-014512,2024-07-16,Item Defective,260.17,38.79,True
RET-000777,ORD-014519,2024-05-11,Item Defective,125.57,40.43,True
RET-000778,ORD-014535,2024-09-13,Wrong Size / Fit,365.05,47.87,True
RET-000779,ORD-014552,2024-07-28,Item Defective,78.59,43.54,False
RET-000780,ORD-014556,2024-08-03,Wrong Size / Fit,69.38,39.93,True
RET-000781,ORD-014566,2024-07-25,Late Delivery,117.09,44.58,True
RET-000782,ORD-014587,2024-04-16,Late Delivery,94.72,44.74,True
RET-000783,ORD-014601,2024-09-04,Wrong Size / Fit,428.9,48.92,True
RET-000784,ORD-014612,2024-10-04,Late Delivery,578.1,41.34,True
RET-000785,ORD-014622,2024-07-12,Wrong Size / Fit,179.66,42.87,False
RET-000786,ORD-014623,2024-06-06,Buyer Remorse,28.42,47.14,True
RET-000787,ORD-014653,2024-05-21,Item Defective,74.74,51.91,True
RET-000788,ORD-014699,2024-04-12,Late Delivery,40.55,37.33,True
RET-000789,ORD-014712,2024-04-28,Late Delivery,374.9,42.49,True
RET-000790,ORD-014726,2024-09-04,Item Defective,55.08,50.51,True
RET-000791,ORD-014729,2024-09-05,Buyer Remorse,36.59,40.75,True
RET-000792,ORD-014777,2024-08-07,Item Defective,122.49,45.18,True
RET-000793,ORD-014784,2024-07-21,Late Delivery,171.57,45.18,True
RET-000794,ORD-014790,2024-07-07,Item Defective,93.71,39.86,True
RET-000795,ORD-014804,2024-07-06,Late Delivery,370.97,46.46,True
RET-000796,ORD-014853,2024-05-04,Late Delivery,147.25,42.41,True
RET-000797,ORD-014862,2024-08-10,Item Defective,44.98,40.93,True
RET-000798,ORD-014867,2024-04-20,Item Defective,230.79,47.47,False
RET-000799,ORD-014868,2024-05-07,Late Delivery,188.37,46.54,True
RET-000800,ORD-014885,2024-07-26,Wrong Size / Fit,91.37,40.33,True
RET-000801,ORD-014895,2024-07-17,Buyer Remorse,477.44,46.89,True
RET-000802,ORD-014932,2024-08-03,Item Defective,429.19,38.48,True
RET-000803,ORD-014938,2024-06-28,Buyer Remorse,475.38,36.13,False
RET-000804,ORD-014939,2024-06-09,Late Delivery,122.27,35.44,True
RET-000805,ORD-014941,2024-10-01,Item Defective,242.48,37.4,True
RET-000806,ORD-014951,2024-10-03,Buyer Remorse,59.33,43.89,True
RET-000807,ORD-014980,2024-07-04,Wrong Size / Fit,78.59,51.64,True
RET-000808,ORD-014990,2024-09-10,Wrong Size / Fit,888.99,46.04,True
RET-000809,ORD-015003,2024-04-27,Item Defective,305.52,45.26,True
RET-000810,ORD-015009,2024-04-17,Wrong Size / Fit,356.99,44.68,True
RET-000811,ORD-015022,2024-04-27,Wrong Size / Fit,135.08,42.16,True
RET-000812,ORD-015039,2024-09-11,Wrong Size / Fit,283.37,42.04,True
RET-000813,ORD-015048,2024-06-25,Wrong Size / Fit,476.82,41.62,True
RET-000814,ORD-015069,2024-05-10,Item Defective,55.39,36.76,True
RET-000815,ORD-015074,2024-08-27,Wrong Size / Fit,356.71,40.98,True
RET-000816,ORD-015083,2024-09-18,Wrong Size / Fit,62.07,37.52,True
RET-000817,ORD-015105,2024-07-08,Item Defective,479.62,47.91,True
RET-000818,ORD-015118,2024-06-26,Buyer Remorse,191.93,42.93,True
RET-000819,ORD-015132,2024-07-15,Buyer Remorse,89.93,44.81,True
RET-000820,ORD-015134,2024-08-28,Late Delivery,92.9,49.06,True
RET-000821,ORD-015139,2024-06-10,Wrong Size / Fit,123.21,36.88,False
RET-000822,ORD-015153,2024-09-15,Item Defective,1099.87,40.06,True
RET-000823,ORD-015175,2024-06-13,Item Defective,93.36,38.22,True
RET-000824,ORD-015181,2024-08-18,Item Defective,160.64,36.14,False
RET-000825,ORD-015185,2024-06-18,Item Defective,84.09,47.4,True
RET-000826,ORD-015192,2024-07-04,Late Delivery,178.77,42.99,True
RET-000827,ORD-015201,2024-04-24,Wrong Size / Fit,131.56,37.77,True
RET-000828,ORD-015226,2024-07-30,Late Delivery,57.84,37.72,False
RET-000829,ORD-015244,2024-09-25,Item Defective,52.74,49.45,True
RET-000830,ORD-015245,2024-09-26,Item Defective,245.74,44.52,True
RET-000831,ORD-015255,2024-05-09,Wrong Size / Fit,491.27,41.17,True
RET-000832,ORD-015262,2024-05-30,Buyer Remorse,1206.14,43.01,True
RET-000833,ORD-015265,2024-08-07,Buyer Remorse,59.49,35.07,True
RET-000834,ORD-015276,2024-07-19,Wrong Size / Fit,71.29,51.98,True
RET-000835,ORD-015330,2024-08-05,Buyer Remorse,84.07,35.23,False
RET-000836,ORD-015349,2024-06-07,Buyer Remorse,172.42,35.19,True
RET-000837,ORD-015363,2024-06-06,Wrong Size / Fit,15.57,39.72,True
RET-000838,ORD-015385,2024-05-04,Late Delivery,94.83,48.14,True
RET-000839,ORD-015395,2024-05-22,Wrong Size / Fit,54.12,47.09,False
RET-000840,ORD-015400,2024-04-08,Late Delivery,436.89,45.25,True
RET-000841,ORD-015416,2024-09-12,Wrong Size / Fit,176.56,38.51,True
RET-000842,ORD-015424,2024-08-14,Item Defective,347.88,39.27,True
RET-000843,ORD-015430,2024-05-26,Wrong Size / Fit,211.23,44.84,True
RET-000844,ORD-015433,2024-09-12,Late Delivery,339.23,42.97,True
RET-000845,ORD-015452,2024-05-05,Late Delivery,122.04,36.69,False
RET-000846,ORD-015461,2024-08-29,Wrong Size / Fit,91.32,48.04,True
RET-000847,ORD-015462,2024-06-01,Wrong Size / Fit,230.22,39.69,True
RET-000848,ORD-015464,2024-05-02,Wrong Size / Fit,155.18,47.86,True
RET-000849,ORD-015501,2024-05-04,Item Defective,192.22,37.79,True
RET-000850,ORD-015505,2024-07-29,Wrong Size / Fit,78.91,36.91,True
RET-000851,ORD-015506,2024-07-15,Item Defective,17.94,47.96,True
RET-000852,ORD-015534,2024-06-06,Wrong Size / Fit,31.46,37.13,False
RET-000853,ORD-015545,2024-06-27,Late Delivery,88.71,37.59,True
RET-000854,ORD-015558,2024-05-18,Late Delivery,109.35,36.74,True
RET-000855,ORD-015563,2024-06-13,Late Delivery,137.57,45.55,True
RET-000856,ORD-015569,2024-07-29,Item Defective,125.71,41.99,True
RET-000857,ORD-015593,2024-06-20,Buyer Remorse,375.66,35.82,True
RET-000858,ORD-015626,2024-07-25,Wrong Size / Fit,79.24,44.63,True
RET-000859,ORD-015659,2024-07-16,Wrong Size / Fit,160.53,35.66,True
RET-000860,ORD-015663,2024-06-19,Wrong Size / Fit,967.04,38.03,True
RET-000861,ORD-015671,2024-07-10,Item Defective,525.19,47.36,True
RET-000862,ORD-015672,2024-05-09,Item Defective,55.95,40.63,False
RET-000863,ORD-015676,2024-08-09,Late Delivery,65.61,49.7,True
RET-000864,ORD-015686,2024-04-10,Wrong Size / Fit,31.31,50.81,True
RET-000865,ORD-015706,2024-06-17,Wrong Size / Fit,91.27,49.35,False
RET-000866,ORD-015777,2024-07-28,Late Delivery,29.26,47.17,True
RET-000867,ORD-015794,2024-09-15,Wrong Size / Fit,79.38,36.98,True
RET-000868,ORD-015796,2024-06-04,Item Defective,165.53,38.6,True
RET-000869,ORD-015802,2024-07-26,Late Delivery,114.74,49.03,False
RET-000870,ORD-015825,2024-05-28,Late Delivery,88.61,42.09,True
RET-000871,ORD-015827,2024-05-07,Wrong Size / Fit,31.51,36.68,True
RET-000872,ORD-015858,2024-05-29,Late Delivery,176.86,36.1,True
RET-000873,ORD-015875,2024-10-01,Wrong Size / Fit,150.21,46.97,False
RET-000874,ORD-015899,2024-07-05,Wrong Size / Fit,137.12,44.16,True
RET-000875,ORD-015961,2024-04-16,Wrong Size / Fit,395.06,49.18,True
RET-000876,ORD-015973,2024-06-25,Wrong Size / Fit,434.03,51.37,True
RET-000877,ORD-015993,2024-06-06,Wrong Size / Fit,31.18,47.42,True
RET-000878,ORD-016044,2024-10-02,Wrong Size / Fit,562.91,49.82,True
RET-000879,ORD-016050,2024-08-25,Wrong Size / Fit,436.7,48.95,True
RET-000880,ORD-016059,2024-04-18,Wrong Size / Fit,81.52,43.72,True
RET-000881,ORD-016121,2024-09-30,Buyer Remorse,426.16,40.96,True
RET-000882,ORD-016130,2024-09-14,Late Delivery,532.89,35.27,True
RET-000883,ORD-016157,2024-09-18,Wrong Size / Fit,29.14,45.49,True
RET-000884,ORD-016161,2024-06-19,Wrong Size / Fit,185.08,41.32,True
RET-000885,ORD-016181,2024-04-29,Wrong Size / Fit,27.48,50.25,True
RET-000886,ORD-016202,2024-09-27,Item Defective,272.75,47.58,True
RET-000887,ORD-016243,2024-07-10,Wrong Size / Fit,80.72,39.89,True
RET-000888,ORD-016253,2024-08-15,Wrong Size / Fit,361.07,45.39,True
RET-000889,ORD-016254,2024-09-03,Item Defective,115.95,37.65,True
RET-000890,ORD-016275,2024-07-14,Wrong Size / Fit,401.09,50.62,True
RET-000891,ORD-016414,2024-06-21,Wrong Size / Fit,556.76,46.31,True
RET-000892,ORD-016419,2024-07-07,Late Delivery,356.64,41.61,True
RET-000893,ORD-016439,2024-06-22,Buyer Remorse,15.74,48.98,True
RET-000894,ORD-016450,2024-05-12,Item Defective,317.51,51.95,True
RET-000895,ORD-016452,2024-04-17,Buyer Remorse,192.03,38.01,True
RET-000896,ORD-016486,2024-06-07,Wrong Size / Fit,127.12,47.38,True
RET-000897,ORD-016521,2024-09-21,Buyer Remorse,77.73,50.94,True
RET-000898,ORD-016532,2024-08-09,Item Defective,432.96,41.65,True
RET-000899,ORD-016546,2024-04-20,Late Delivery,652.0,47.49,True
RET-000900,ORD-016552,2024-04-11,Item Defective,182.5,36.25,True
RET-000901,ORD-016566,2024-05-03,Item Defective,31.18,49.91,True
RET-000902,ORD-016601,2024-09-04,Item Defective,123.16,40.87,True
RET-000903,ORD-016610,2024-07-10,Item Defective,89.78,42.41,True
RET-000904,ORD-016614,2024-08-27,Late Delivery,245.51,42.15,True
RET-000905,ORD-016617,2024-08-03,Buyer Remorse,360.62,39.47,True
RET-000906,ORD-016619,2024-09-23,Buyer Remorse,53.05,38.17,True
RET-000907,ORD-016635,2024-06-05,Late Delivery,18.94,37.84,True
RET-000908,ORD-016662,2024-09-01,Wrong Size / Fit,124.43,40.95,True
RET-000909,ORD-016668,2024-05-21,Item Defective,387.24,49.15,True
RET-000910,ORD-016669,2024-04-25,Buyer Remorse,958.93,43.55,True
RET-000911,ORD-016671,2024-07-31,Wrong Size / Fit,69.36,35.65,True
RET-000912,ORD-016673,2024-07-15,Wrong Size / Fit,18.49,39.86,True
RET-000913,ORD-016708,2024-05-12,Wrong Size / Fit,306.56,49.36,True
RET-000914,ORD-016711,2024-06-08,Wrong Size / Fit,500.34,38.39,True
RET-000915,ORD-016712,2024-08-03,Item Defective,90.47,47.88,True
RET-000916,ORD-016718,2024-06-25,Late Delivery,156.7,38.65,True
RET-000917,ORD-016725,2024-04-21,Wrong Size / Fit,60.81,45.21,True
RET-000918,ORD-016776,2024-10-03,Item Defective,134.37,39.12,True
RET-000919,ORD-016842,2024-04-18,Item Defective,40.46,43.45,True
RET-000920,ORD-016853,2024-10-03,Item Defective,35.18,43.43,True
RET-000921,ORD-016889,2024-07-21,Wrong Size / Fit,69.29,43.97,False
RET-000922,ORD-016900,2024-05-14,Late Delivery,134.42,48.97,True
RET-000923,ORD-016901,2024-04-24,Buyer Remorse,251.83,49.37,True
RET-000924,ORD-016905,2024-09-05,Item Defective,18.06,45.03,False
RET-000925,ORD-016922,2024-08-05,Late Delivery,353.7,47.01,True
RET-000926,ORD-016926,2024-08-22,Late Delivery,220.88,51.29,True
RET-000927,ORD-016968,2024-07-23,Wrong Size / Fit,53.53,38.01,True
RET-000928,ORD-016985,2024-06-03,Wrong Size / Fit,120.54,38.78,True
RET-000929,ORD-017019,2024-06-29,Item Defective,38.59,37.87,True
RET-000930,ORD-017021,2024-08-23,Late Delivery,55.28,50.1,True
RET-000931,ORD-017027,2024-07-14,Late Delivery,127.66,44.09,True
RET-000932,ORD-017040,2024-08-31,Wrong Size / Fit,411.01,41.79,False
RET-000933,ORD-017067,2024-07-24,Wrong Size / Fit,170.11,44.16,True
RET-000934,ORD-017072,2024-07-26,Wrong Size / Fit,62.23,36.85,True
RET-000935,ORD-017075,2024-04-13,Wrong Size / Fit,150.29,50.84,True
RET-000936,ORD-017080,2024-08-13,Wrong Size / Fit,40.45,37.36,True
RET-000937,ORD-017085,2024-04-19,Late Delivery,88.49,38.89,True
RET-000938,ORD-017095,2024-04-28,Late Delivery,182.76,36.4,True
RET-000939,ORD-017098,2024-09-28,Item Defective,185.05,42.07,True
RET-000940,ORD-017122,2024-08-01,Wrong Size / Fit,183.79,41.38,True
RET-000941,ORD-017124,2024-10-01,Late Delivery,79.64,40.03,False
RET-000942,ORD-017138,2024-06-08,Late Delivery,200.4,38.56,True
RET-000943,ORD-017157,2024-04-27,Wrong Size / Fit,256.86,43.49,True
RET-000944,ORD-017165,2024-07-21,Wrong Size / Fit,704.78,36.54,True
RET-000945,ORD-017167,2024-06-28,Wrong Size / Fit,125.47,46.91,True
RET-000946,ORD-017187,2024-08-09,Item Defective,489.49,39.04,True
RET-000947,ORD-017207,2024-10-02,Wrong Size / Fit,39.98,43.29,True
RET-000948,ORD-017238,2024-07-27,Item Defective,127.96,46.66,True
RET-000949,ORD-017253,2024-05-18,Wrong Size / Fit,37.18,42.53,True
RET-000950,ORD-017263,2024-06-05,Wrong Size / Fit,40.75,48.41,True
RET-000951,ORD-017279,2024-04-15,Wrong Size / Fit,110.52,47.53,True
RET-000952,ORD-017297,2024-04-10,Late Delivery,98.36,40.82,True
RET-000953,ORD-017346,2024-09-12,Wrong Size / Fit,91.61,47.89,True
RET-000954,ORD-017355,2024-06-17,Item Defective,64.07,36.75,True
RET-000955,ORD-017395,2024-08-30,Wrong Size / Fit,59.81,36.66,True
RET-000956,ORD-017435,2024-07-22,Buyer Remorse,357.77,49.77,True
RET-000957,ORD-017440,2024-06-04,Wrong Size / Fit,73.57,43.67,True
RET-000958,ORD-017449,2024-08-28,Item Defective,76.68,36.57,False
RET-000959,ORD-017450,2024-06-30,Wrong Size / Fit,55.36,51.1,False
RET-000960,ORD-017457,2024-08-04,Wrong Size / Fit,29.5,50.79,True
RET-000961,ORD-017474,2024-06-23,Wrong Size / Fit,77.04,48.04,True
RET-000962,ORD-017483,2024-09-25,Item Defective,29.52,46.95,True
RET-000963,ORD-017500,2024-09-02,Buyer Remorse,36.35,44.09,True
RET-000964,ORD-017505,2024-07-18,Late Delivery,386.09,42.65,True
RET-000965,ORD-017519,2024-04-12,Late Delivery,245.09,43.55,True
RET-000966,ORD-017525,2024-08-12,Wrong Size / Fit,537.33,35.75,True
RET-000967,ORD-017552,2024-05-24,Item Defective,434.53,41.71,True
RET-000968,ORD-017557,2024-08-23,Item Defective,58.67,48.87,True
RET-000969,ORD-017564,2024-08-07,Late Delivery,249.04,39.52,True
RET-000970,ORD-017572,2024-08-26,Item Defective,26.53,48.94,True
RET-000971,ORD-017584,2024-09-29,Wrong Size / Fit,130.13,40.18,True
RET-000972,ORD-017601,2024-07-10,Item Defective,72.57,35.18,True
RET-000973,ORD-017608,2024-07-14,Wrong Size / Fit,218.7,45.95,True
RET-000974,ORD-017614,2024-06-22,Wrong Size / Fit,261.11,36.94,True
RET-000975,ORD-017615,2024-09-24,Item Defective,132.92,50.46,True
RET-000976,ORD-017628,2024-06-12,Item Defective,74.04,48.52,True
RET-000977,ORD-017633,2024-08-12,Late Delivery,27.48,47.79,False
RET-000978,ORD-017639,2024-07-06,Item Defective,916.39,45.31,True
RET-000979,ORD-017699,2024-05-31,Item Defective,195.76,48.2,True
RET-000980,ORD-017705,2024-05-31,Wrong Size / Fit,320.5,39.45,True
RET-000981,ORD-017717,2024-07-10,Item Defective,62.43,47.96,True
RET-000982,ORD-017718,2024-08-19,Late Delivery,26.75,38.97,True
RET-000983,ORD-017727,2024-07-10,Late Delivery,69.96,36.83,True
RET-000984,ORD-017775,2024-09-09,Buyer Remorse,356.82,35.53,True
RET-000985,ORD-017785,2024-08-26,Wrong Size / Fit,46.54,47.05,True
RET-000986,ORD-017807,2024-09-25,Wrong Size / Fit,64.72,36.81,True
RET-000987,ORD-017823,2024-05-29,Wrong Size / Fit,312.71,51.53,True
RET-000988,ORD-017833,2024-05-20,Late Delivery,64.0,39.0,False
RET-000989,ORD-017878,2024-04-15,Wrong Size / Fit,96.51,47.94,False
RET-000990,ORD-017889,2024-05-04,Buyer Remorse,454.24,35.56,True
RET-000991,ORD-017903,2024-07-23,Item Defective,116.02,49.46,True
RET-000992,ORD-017916,2024-08-29,Wrong Size / Fit,869.83,45.12,True
RET-000993,ORD-017949,2024-04-29,Wrong Size / Fit,60.33,51.1,True
RET-000994,ORD-018034,2024-09-25,Wrong Size / Fit,69.97,42.0,False
RET-000995,ORD-018036,2024-06-20,Wrong Size / Fit,127.82,41.64,True
RET-000996,ORD-018048,2024-07-02,Wrong Size / Fit,121.02,44.5,True
RET-000997,ORD-018072,2024-04-27,Late Delivery,200.28,35.18,False
RET-000998,ORD-018075,2024-10-04,Wrong Size / Fit,134.8,46.07,True
RET-000999,ORD-018099,2024-08-04,Item Defective,35.2,40.32,True
RET-001000,ORD-018121,2024-09-01,Buyer Remorse,80.07,35.4,True
RET-001001,ORD-018127,2024-09-17,Late Delivery,15.11,50.91,True
RET-001002,ORD-018144,2024-08-18,Late Delivery,141.63,43.74,True
RET-001003,ORD-018146,2024-05-25,Item Defective,37.58,39.75,True
RET-001004,ORD-018148,2024-08-18,Wrong Size / Fit,25.85,42.55,True
RET-001005,ORD-018171,2024-07-10,Wrong Size / Fit,435.79,44.83,True
RET-001006,ORD-018174,2024-08-29,Item Defective,289.79,37.83,True
RET-001007,ORD-018191,2024-10-01,Item Defective,25.61,48.73,True
RET-001008,ORD-018214,2024-04-30,Item Defective,31.2,43.89,True
RET-001009,ORD-018238,2024-09-05,Item Defective,273.98,47.22,True
RET-001010,ORD-018243,2024-05-28,Buyer Remorse,18.87,39.28,True
RET-001011,ORD-018268,2024-04-22,Wrong Size / Fit,163.4,40.11,True
RET-001012,ORD-018319,2024-04-06,Late Delivery,167.34,50.97,True
RET-001013,ORD-018321,2024-04-23,Late Delivery,74.1,50.9,True
RET-001014,ORD-018371,2024-07-07,Item Defective,269.86,36.83,True
RET-001015,ORD-018378,2024-08-04,Item Defective,29.6,40.3,True
RET-001016,ORD-018400,2024-06-07,Item Defective,587.99,44.16,True
RET-001017,ORD-018413,2024-04-27,Wrong Size / Fit,63.48,46.29,True
RET-001018,ORD-018417,2024-06-05,Late Delivery,173.59,43.89,True
RET-001019,ORD-018424,2024-04-11,Late Delivery,125.92,38.27,True
RET-001020,ORD-018454,2024-04-08,Item Defective,88.85,42.05,True
RET-001021,ORD-018456,2024-04-23,Item Defective,87.07,46.21,True
RET-001022,ORD-018460,2024-05-15,Wrong Size / Fit,46.06,50.14,True
RET-001023,ORD-018470,2024-09-29,Wrong Size / Fit,37.04,50.75,True
RET-001024,ORD-018479,2024-04-11,Wrong Size / Fit,82.37,45.73,True
RET-001025,ORD-018486,2024-10-07,Wrong Size / Fit,110.16,51.17,False
RET-001026,ORD-018490,2024-09-13,Wrong Size / Fit,346.38,37.86,True
RET-001027,ORD-018497,2024-09-03,Wrong Size / Fit,62.14,44.5,True
RET-001028,ORD-018500,2024-07-21,Wrong Size / Fit,228.42,48.74,True
RET-001029,ORD-018521,2024-05-24,Wrong Size / Fit,152.58,45.23,True
RET-001030,ORD-018523,2024-07-21,Buyer Remorse,72.02,44.35,True
RET-001031,ORD-018595,2024-08-06,Wrong Size / Fit,365.78,42.84,True
RET-001032,ORD-018597,2024-06-24,Item Defective,824.92,47.18,True
RET-001033,ORD-018599,2024-06-20,Wrong Size / Fit,63.98,39.05,False
RET-001034,ORD-018602,2024-09-07,Buyer Remorse,40.14,44.66,True
RET-001035,ORD-018652,2024-05-05,Wrong Size / Fit,56.13,48.03,True
RET-001036,ORD-018659,2024-04-11,Item Defective,15.63,38.35,True
RET-001037,ORD-018690,2024-07-26,Wrong Size / Fit,81.98,39.97,True
RET-001038,ORD-018694,2024-09-18,Wrong Size / Fit,186.89,51.58,True
RET-001039,ORD-018701,2024-05-12,Late Delivery,225.08,39.88,True
RET-001040,ORD-018728,2024-07-19,Buyer Remorse,18.09,38.95,True
RET-001041,ORD-018733,2024-09-28,Wrong Size / Fit,36.48,49.76,True
RET-001042,ORD-018755,2024-05-09,Buyer Remorse,145.7,51.34,True
RET-001043,ORD-018759,2024-09-17,Late Delivery,26.95,35.29,True
RET-001044,ORD-018762,2024-06-20,Late Delivery,473.28,45.36,True
RET-001045,ORD-018763,2024-07-12,Wrong Size / Fit,313.72,42.9,True
RET-001046,ORD-018765,2024-08-28,Item Defective,96.24,49.92,True
RET-001047,ORD-018769,2024-07-02,Wrong Size / Fit,362.91,38.05,False
RET-001048,ORD-018772,2024-04-21,Item Defective,546.47,41.8,True
RET-001049,ORD-018777,2024-09-09,Buyer Remorse,189.96,46.68,True
RET-001050,ORD-018807,2024-09-07,Item Defective,359.81,35.41,True
RET-001051,ORD-018828,2024-08-26,Item Defective,30.17,47.62,True
RET-001052,ORD-018849,2024-04-28,Item Defective,122.71,51.84,True
RET-001053,ORD-018858,2024-08-01,Item Defective,260.13,47.62,True
RET-001054,ORD-018889,2024-08-24,Item Defective,260.57,40.3,True
RET-001055,ORD-018890,2024-04-30,Late Delivery,261.4,40.05,False
RET-001056,ORD-018980,2024-08-19,Buyer Remorse,78.55,46.69,True
RET-001057,ORD-018988,2024-05-15,Item Defective,63.03,47.35,True
RET-001058,ORD-019097,2024-05-02,Item Defective,19.05,38.63,True
RET-001059,ORD-019129,2024-04-09,Late Delivery,86.44,37.37,False
RET-001060,ORD-019140,2024-08-23,Wrong Size / Fit,212.91,50.77,True
RET-001061,ORD-019152,2024-05-25,Wrong Size / Fit,15.62,37.99,True
RET-001062,ORD-019171,2024-08-01,Wrong Size / Fit,26.85,41.97,True
RET-001063,ORD-019180,2024-08-16,Wrong Size / Fit,875.52,45.43,True
RET-001064,ORD-019204,2024-07-10,Wrong Size / Fit,214.72,46.67,True
RET-001065,ORD-019234,2024-08-24,Item Defective,65.47,44.32,True
RET-001066,ORD-019240,2024-09-12,Wrong Size / Fit,59.26,45.8,True
RET-001067,ORD-019250,2024-05-17,Late Delivery,127.12,38.73,True
RET-001068,ORD-019341,2024-05-09,Wrong Size / Fit,482.86,39.01,True
RET-001069,ORD-019344,2024-06-02,Item Defective,365.3,39.91,True
RET-001070,ORD-019458,2024-10-05,Item Defective,410.71,43.56,True
RET-001071,ORD-019463,2024-06-05,Item Defective,193.0,39.42,True
RET-001072,ORD-019464,2024-04-20,Wrong Size / Fit,609.83,39.11,True
RET-001073,ORD-019475,2024-05-02,Item Defective,44.09,47.72,True
RET-001074,ORD-019495,2024-08-13,Late Delivery,81.93,48.0,True
RET-001075,ORD-019509,2024-09-20,Wrong Size / Fit,14.77,46.36,True
RET-001076,ORD-019513,2024-10-07,Item Defective,132.32,39.21,True
RET-001077,ORD-019531,2024-07-05,Wrong Size / Fit,185.08,45.28,True
RET-001078,ORD-019538,2024-07-29,Wrong Size / Fit,231.52,42.1,True
RET-001079,ORD-019567,2024-07-02,Wrong Size / Fit,61.49,51.64,True
RET-001080,ORD-019576,2024-09-11,Wrong Size / Fit,118.19,47.66,True
RET-001081,ORD-019579,2024-08-13,Wrong Size / Fit,170.29,48.89,True
RET-001082,ORD-019582,2024-07-08,Wrong Size / Fit,39.16,37.03,True
