spend_id,spend_date,channel,campaign,spend_amount,impressions,clicks,attributed_orders,attributed_revenue
MKT-00554,2024-08-17,Google Ads,Search Intent High-Value,3141.23,141355,13193,51,24990.0
MKT-00555,2024-08-17,Affiliate,Cashback & Review Partners,1431.03,42930,4436,31,15810.0
MKT-00556,2024-08-17,Email Marketing,Lifecycle VIP Retention,874.53,104943,7433,48,25440.0
MKT-00557,2024-08-18,Paid Social,Meta Retargeting & Lookalike,4787.52,359064,13405,48,22080.0
MKT-00558,2024-08-18,Google Ads,Search Intent High-Value,3144.06,141482,13205,51,24990.0
MKT-00559,2024-08-18,Affiliate,Cashback & Review Partners,1490.91,44727,4621,33,16830.0
MKT-00560,2024-08-18,Email Marketing,Lifecycle VIP Retention,878.38,105405,7466,48,25440.0
MKT-00561,2024-08-19,Paid Social,Meta Retargeting & Lookalike,4794.27,359570,13423,48,22080.0
MKT-00562,2024-08-19,Google Ads,Search Intent High-Value,3276.59,147446,13761,53,25970.0
MKT-00563,2024-08-19,Affiliate,Cashback & Review Partners,1429.21,42876,4430,31,15810.0
MKT-00564,2024-08-19,Email Marketing,Lifecycle VIP Retention,925.62,111074,7867,51,27030.0
MKT-00565,2024-08-20,Paid Social,Meta Retargeting & Lookalike,4724.7,354352,13229,47,21620.0
MKT-00566,2024-08-20,Google Ads,Search Intent High-Value,3120.25,140411,13105,51,24990.0
MKT-00567,2024-08-20,Affiliate,Cashback & Review Partners,1499.19,44975,4647,33,16830.0
MKT-00568,2024-08-20,Email Marketing,Lifecycle VIP Retention,879.39,105527,7474,48,25440.0
MKT-00569,2024-08-21,Paid Social,Meta Retargeting & Lookalike,4547.45,341058,12732,46,21160.0
MKT-00570,2024-08-21,Google Ads,Search Intent High-Value,3142.19,141398,13197,51,24990.0
MKT-00571,2024-08-21,Affiliate,Cashback & Review Partners,1410.09,42302,4371,31,15810.0
MKT-00572,2024-08-21,Email Marketing,Lifecycle VIP Retention,904.25,108509,7686,50,26500.0
MKT-00573,2024-08-22,Paid Social,Meta Retargeting & Lookalike,4687.27,351545,13124,47,21620.0
MKT-00574,2024-08-22,Google Ads,Search Intent High-Value,3184.53,143303,13375,52,25480.0
MKT-00575,2024-08-22,Affiliate,Cashback & Review Partners,1485.78,44573,4605,33,16830.0
MKT-00576,2024-08-22,Email Marketing,Lifecycle VIP Retention,922.22,110666,7838,51,27030.0
MKT-00577,2024-08-23,Paid Social,Meta Retargeting & Lookalike,4492.92,336969,12580,45,20700.0
MKT-00578,2024-08-23,Google Ads,Search Intent High-Value,3185.01,143325,13377,52,25480.0
MKT-00579,2024-08-23,Affiliate,Cashback & Review Partners,1416.96,42508,4392,31,15810.0
MKT-00580,2024-08-23,Email Marketing,Lifecycle VIP Retention,947.11,113652,8050,52,27560.0
MKT-00581,2024-08-24,Paid Social,Meta Retargeting & Lookalike,4725.36,354402,13231,47,21620.0
MKT-00582,2024-08-24,Google Ads,Search Intent High-Value,3123.05,140537,13116,51,24990.0
MKT-00583,2024-08-24,Affiliate,Cashback & Review Partners,1402.58,42077,4347,31,15810.0
MKT-00584,2024-08-24,Email Marketing,Lifecycle VIP Retention,863.15,103577,7336,47,24910.0
MKT-00585,2024-08-25,Paid Social,Meta Retargeting & Lookalike,4722.59,354194,13223,47,21620.0
MKT-00586,2024-08-25,Google Ads,Search Intent High-Value,3252.03,146341,13658,53,25970.0
MKT-00587,2024-08-25,Affiliate,Cashback & Review Partners,1472.15,44164,4563,32,16320.0
MKT-00588,2024-08-25,Email Marketing,Lifecycle VIP Retention,889.32,106718,7559,49,25970.0
MKT-00589,2024-08-26,Paid Social,Meta Retargeting & Lookalike,4567.15,342536,12788,46,21160.0
MKT-00590,2024-08-26,Google Ads,Search Intent High-Value,3127.78,140750,13136,51,24990.0
MKT-00591,2024-08-26,Affiliate,Cashback & Review Partners,1441.21,43236,4467,32,16320.0
MKT-00592,2024-08-26,Email Marketing,Lifecycle VIP Retention,856.6,102791,7281,47,24910.0
MKT-00593,2024-08-27,Paid Social,Meta Retargeting & Lookalike,4332.99,324974,12132,43,19780.0
MKT-00594,2024-08-27,Google Ads,Search Intent High-Value,3135.65,141104,13169,51,24990.0
MKT-00595,2024-08-27,Affiliate,Cashback & Review Partners,1461.97,43859,4532,32,16320.0
MKT-00596,2024-08-27,Email Marketing,Lifecycle VIP Retention,857.58,102910,7289,47,24910.0
MKT-00597,2024-08-28,Paid Social,Meta Retargeting & Lookalike,4777.28,358296,13376,48,22080.0
MKT-00598,2024-08-28,Google Ads,Search Intent High-Value,3158.98,142154,13267,51,24990.0
MKT-00599,2024-08-28,Affiliate,Cashback & Review Partners,1489.81,44694,4618,33,16830.0
MKT-00600,2024-08-28,Email Marketing,Lifecycle VIP Retention,942.11,113053,8007,52,27560.0
MKT-00601,2024-08-29,Paid Social,Meta Retargeting & Lookalike,4608.74,345655,12904,46,21160.0
MKT-00602,2024-08-29,Google Ads,Search Intent High-Value,3197.66,143894,13430,52,25480.0
MKT-00603,2024-08-29,Affiliate,Cashback & Review Partners,1486.08,44582,4606,33,16830.0
MKT-00604,2024-08-29,Email Marketing,Lifecycle VIP Retention,888.9,106668,7555,49,25970.0
MKT-00605,2024-08-30,Paid Social,Meta Retargeting & Lookalike,4638.19,347864,12986,47,21620.0
MKT-00606,2024-08-30,Google Ads,Search Intent High-Value,3268.5,147082,13727,53,25970.0
MKT-00607,2024-08-30,Affiliate,Cashback & Review Partners,1471.22,44136,4560,32,16320.0
MKT-00608,2024-08-30,Email Marketing,Lifecycle VIP Retention,938.87,112664,7980,52,27560.0
MKT-00609,2024-08-31,Paid Social,Meta Retargeting & Lookalike,4319.25,323943,12093,43,19780.0
MKT-00610,2024-08-31,Google Ads,Search Intent High-Value,3120.51,140423,13106,51,24990.0
MKT-00611,2024-08-31,Affiliate,Cashback & Review Partners,1483.42,44502,4598,32,16320.0
MKT-00612,2024-08-31,Email Marketing,Lifecycle VIP Retention,904.19,108502,7685,50,26500.0
MKT-00613,2024-09-01,Paid Social,Meta Retargeting & Lookalike,4645.65,348423,13007,47,21620.0
MKT-00614,2024-09-01,Google Ads,Search Intent High-Value,3287.7,147946,13808,53,25970.0
MKT-00615,2024-09-01,Affiliate,Cashback & Review Partners,1483.76,44512,4599,32,16320.0
MKT-00616,2024-09-01,Email Marketing,Lifecycle VIP Retention,930.08,111609,7905,51,27030.0
MKT-00617,2024-09-02,Paid Social,Meta Retargeting & Lookalike,4663.05,349729,13056,47,21620.0
MKT-00618,2024-09-02,Google Ads,Search Intent High-Value,3226.39,145187,13550,52,25480.0
MKT-00619,2024-09-02,Affiliate,Cashback & Review Partners,1451.77,43553,4500,32,16320.0
MKT-00620,2024-09-02,Email Marketing,Lifecycle VIP Retention,898.7,107844,7638,49,25970.0
MKT-00621,2024-09-03,Paid Social,Meta Retargeting & Lookalike,4388.01,329100,12286,44,20240.0
MKT-00622,2024-09-03,Google Ads,Search Intent High-Value,3248.4,146178,13643,53,25970.0
MKT-00623,2024-09-03,Affiliate,Cashback & Review Partners,1477.41,44322,4579,32,16320.0
MKT-00624,2024-09-03,Email Marketing,Lifecycle VIP Retention,913.59,109631,7765,50,26500.0
MKT-00625,2024-09-04,Paid Social,Meta Retargeting & Lookalike,4378.51,328388,12259,44,20240.0
MKT-00626,2024-09-04,Google Ads,Search Intent High-Value,3195.48,143796,13421,52,25480.0
MKT-00627,2024-09-04,Affiliate,Cashback & Review Partners,1429.53,42885,4431,31,15810.0
MKT-00628,2024-09-04,Email Marketing,Lifecycle VIP Retention,901.8,108215,7665,50,26500.0
MKT-00629,2024-09-05,Paid Social,Meta Retargeting & Lookalike,4618.72,346403,12932,46,21160.0
MKT-00630,2024-09-05,Google Ads,Search Intent High-Value,3199.19,143963,13436,52,25480.0
MKT-00631,2024-09-05,Affiliate,Cashback & Review Partners,1420.84,42625,4404,31,15810.0
MKT-00632,2024-09-05,Email Marketing,Lifecycle VIP Retention,890.43,106851,7568,49,25970.0
MKT-00633,2024-09-06,Paid Social,Meta Retargeting & Lookalike,4410.12,330758,12348,44,20240.0
MKT-00634,2024-09-06,Google Ads,Search Intent High-Value,3134.01,141030,13162,51,24990.0
MKT-00635,2024-09-06,Affiliate,Cashback & Review Partners,1427.53,42825,4425,31,15810.0
MKT-00636,2024-09-06,Email Marketing,Lifecycle VIP Retention,897.5,107700,7628,49,25970.0
MKT-00637,2024-09-07,Paid Social,Meta Retargeting & Lookalike,4337.15,325286,12144,44,20240.0
MKT-00638,2024-09-07,Google Ads,Search Intent High-Value,3119.71,140386,13102,51,24990.0
MKT-00639,2024-09-07,Affiliate,Cashback & Review Partners,1420.55,42616,4403,31,15810.0
MKT-00640,2024-09-07,Email Marketing,Lifecycle VIP Retention,893.51,107221,7594,49,25970.0
MKT-00641,2024-09-08,Paid Social,Meta Retargeting & Lookalike,4321.54,324115,12100,43,19780.0
MKT-00642,2024-09-08,Google Ads,Search Intent High-Value,3232.62,145468,13577,52,25480.0
MKT-00643,2024-09-08,Affiliate,Cashback & Review Partners,1455.39,43661,4511,32,16320.0
MKT-00644,2024-09-08,Email Marketing,Lifecycle VIP Retention,899.17,107900,7642,49,25970.0
MKT-00645,2024-09-09,Paid Social,Meta Retargeting & Lookalike,4540.14,340510,12712,46,21160.0
MKT-00646,2024-09-09,Google Ads,Search Intent High-Value,3148.65,141689,13224,51,24990.0
MKT-00647,2024-09-09,Affiliate,Cashback & Review Partners,1481.19,44435,4591,32,16320.0
MKT-00648,2024-09-09,Email Marketing,Lifecycle VIP Retention,865.94,103912,7360,48,25440.0
MKT-00649,2024-09-10,Paid Social,Meta Retargeting & Lookalike,4641.27,348095,12995,47,21620.0
MKT-00650,2024-09-10,Google Ads,Search Intent High-Value,3277.77,147499,13766,53,25970.0
MKT-00651,2024-09-10,Affiliate,Cashback & Review Partners,1422.29,42668,4409,31,15810.0
MKT-00652,2024-09-10,Email Marketing,Lifecycle VIP Retention,910.0,109200,7735,50,26500.0
MKT-00653,2024-09-11,Paid Social,Meta Retargeting & Lookalike,4480.42,336031,12545,45,20700.0
MKT-00654,2024-09-11,Google Ads,Search Intent High-Value,3140.0,141299,13187,51,24990.0
MKT-00655,2024-09-11,Affiliate,Cashback & Review Partners,1436.61,43098,4453,31,15810.0
MKT-00656,2024-09-11,Email Marketing,Lifecycle VIP Retention,850.01,102001,7225,47,24910.0
MKT-00657,2024-09-12,Paid Social,Meta Retargeting & Lookalike,4460.34,334525,12488,45,20700.0
MKT-00658,2024-09-12,Google Ads,Search Intent High-Value,3215.03,144676,13503,52,25480.0
MKT-00659,2024-09-12,Affiliate,Cashback & Review Partners,1466.93,44008,4547,32,16320.0
MKT-00660,2024-09-12,Email Marketing,Lifecycle VIP Retention,852.34,102280,7244,47,24910.0
MKT-00661,2024-09-13,Paid Social,Meta Retargeting & Lookalike,4464.22,334816,12499,45,20700.0
MKT-00662,2024-09-13,Google Ads,Search Intent High-Value,3281.32,147659,13781,53,25970.0
MKT-00663,2024-09-13,Affiliate,Cashback & Review Partners,1412.53,42375,4378,31,15810.0
MKT-00664,2024-09-13,Email Marketing,Lifecycle VIP Retention,914.27,109712,7771,50,26500.0
MKT-00665,2024-09-14,Paid Social,Meta Retargeting & Lookalike,4328.46,324634,12119,43,19780.0
MKT-00666,2024-09-14,Google Ads,Search Intent High-Value,3156.81,142056,13258,51,24990.0
MKT-00667,2024-09-14,Affiliate,Cashback & Review Partners,1447.1,43413,4486,32,16320.0
MKT-00668,2024-09-14,Email Marketing,Lifecycle VIP Retention,940.99,112919,7998,52,27560.0
MKT-00669,2024-09-15,Paid Social,Meta Retargeting & Lookalike,4769.35,357701,13354,48,22080.0
MKT-00670,2024-09-15,Google Ads,Search Intent High-Value,3169.47,142625,13311,51,24990.0
MKT-00671,2024-09-15,Affiliate,Cashback & Review Partners,1460.53,43815,4527,32,16320.0
MKT-00672,2024-09-15,Email Marketing,Lifecycle VIP Retention,877.74,105329,7460,48,25440.0
MKT-00673,2024-09-16,Paid Social,Meta Retargeting & Lookalike,4472.14,335410,12521,45,20700.0
MKT-00674,2024-09-16,Google Ads,Search Intent High-Value,3152.96,141883,13242,51,24990.0
MKT-00675,2024-09-16,Affiliate,Cashback & Review Partners,1418.26,42547,4396,31,15810.0
MKT-00676,2024-09-16,Email Marketing,Lifecycle VIP Retention,897.77,107732,7631,49,25970.0
MKT-00677,2024-09-17,Paid Social,Meta Retargeting & Lookalike,4459.31,334448,12486,45,20700.0
MKT-00678,2024-09-17,Google Ads,Search Intent High-Value,3268.46,147080,13727,53,25970.0
MKT-00679,2024-09-17,Affiliate,Cashback & Review Partners,1467.81,44034,4550,32,16320.0
MKT-00680,2024-09-17,Email Marketing,Lifecycle VIP Retention,919.98,110397,7819,51,27030.0
MKT-00681,2024-09-18,Paid Social,Meta Retargeting & Lookalike,4551.85,341388,12745,46,21160.0
MKT-00682,2024-09-18,Google Ads,Search Intent High-Value,3112.57,140065,13072,51,24990.0
MKT-00683,2024-09-18,Affiliate,Cashback & Review Partners,1487.96,44638,4612,33,16830.0
MKT-00684,2024-09-18,Email Marketing,Lifecycle VIP Retention,886.56,106386,7535,49,25970.0
MKT-00685,2024-09-19,Paid Social,Meta Retargeting & Lookalike,4770.33,357774,13356,48,22080.0
MKT-00686,2024-09-19,Google Ads,Search Intent High-Value,3204.38,144196,13458,52,25480.0
MKT-00687,2024-09-19,Affiliate,Cashback & Review Partners,1442.29,43268,4471,32,16320.0
MKT-00688,2024-09-19,Email Marketing,Lifecycle VIP Retention,908.92,109070,7725,50,26500.0
MKT-00689,2024-09-20,Paid Social,Meta Retargeting & Lookalike,4626.98,347023,12955,46,21160.0
MKT-00690,2024-09-20,Google Ads,Search Intent High-Value,3164.32,142394,13290,51,24990.0
MKT-00691,2024-09-20,Affiliate,Cashback & Review Partners,1444.52,43335,4478,32,16320.0
MKT-00692,2024-09-20,Email Marketing,Lifecycle VIP Retention,916.17,109940,7787,50,26500.0
MKT-00693,2024-09-21,Paid Social,Meta Retargeting & Lookalike,4372.02,327901,12241,44,20240.0
MKT-00694,2024-09-21,Google Ads,Search Intent High-Value,3132.9,140980,13158,51,24990.0
MKT-00695,2024-09-21,Affiliate,Cashback & Review Partners,1425.59,42767,4419,31,15810.0
MKT-00696,2024-09-21,Email Marketing,Lifecycle VIP Retention,891.02,106921,7573,49,25970.0
MKT-00697,2024-09-22,Paid Social,Meta Retargeting & Lookalike,4605.01,345375,12894,46,21160.0
MKT-00698,2024-09-22,Google Ads,Search Intent High-Value,3265.43,146944,13714,53,25970.0
MKT-00699,2024-09-22,Affiliate,Cashback & Review Partners,1489.61,44688,4617,33,16830.0
MKT-00700,2024-09-22,Email Marketing,Lifecycle VIP Retention,870.52,104462,7399,48,25440.0
MKT-00701,2024-09-23,Paid Social,Meta Retargeting & Lookalike,4356.21,326715,12197,44,20240.0
MKT-00702,2024-09-23,Google Ads,Search Intent High-Value,3230.5,145372,13568,52,25480.0
MKT-00703,2024-09-23,Affiliate,Cashback & Review Partners,1493.69,44810,4630,33,16830.0
MKT-00704,2024-09-23,Email Marketing,Lifecycle VIP Retention,890.92,106910,7572,49,25970.0
MKT-00705,2024-09-24,Paid Social,Meta Retargeting & Lookalike,4769.1,357682,13353,48,22080.0
MKT-00706,2024-09-24,Google Ads,Search Intent High-Value,3122.02,140490,13112,51,24990.0
MKT-00707,2024-09-24,Affiliate,Cashback & Review Partners,1489.81,44694,4618,33,16830.0
MKT-00708,2024-09-24,Email Marketing,Lifecycle VIP Retention,871.4,104567,7406,48,25440.0
MKT-00709,2024-09-25,Paid Social,Meta Retargeting & Lookalike,4742.36,355677,13278,48,22080.0
MKT-00710,2024-09-25,Google Ads,Search Intent High-Value,3265.02,146926,13713,53,25970.0
MKT-00711,2024-09-25,Affiliate,Cashback & Review Partners,1436.95,43108,4454,31,15810.0
MKT-00712,2024-09-25,Email Marketing,Lifecycle VIP Retention,880.83,105699,7487,48,25440.0
MKT-00713,2024-09-26,Paid Social,Meta Retargeting & Lookalike,4415.65,331173,12363,44,20240.0
MKT-00714,2024-09-26,Google Ads,Search Intent High-Value,3299.28,148467,13856,54,26460.0
MKT-00715,2024-09-26,Affiliate,Cashback & Review Partners,1427.8,42834,4426,31,15810.0
MKT-00716,2024-09-26,Email Marketing,Lifecycle VIP Retention,869.22,104306,7388,48,25440.0
MKT-00717,2024-09-27,Paid Social,Meta Retargeting & Lookalike,4453.53,334014,12469,45,20700.0
MKT-00718,2024-09-27,Google Ads,Search Intent High-Value,3226.33,145185,13550,52,25480.0
MKT-00719,2024-09-27,Affiliate,Cashback & Review Partners,1460.32,43809,4527,32,16320.0
MKT-00720,2024-09-27,Email Marketing,Lifecycle VIP Retention,893.76,107251,7596,49,25970.0
MKT-00721,2024-09-28,Paid Social,Meta Retargeting & Lookalike,4425.32,331899,12390,44,20240.0
MKT-00722,2024-09-28,Google Ads,Search Intent High-Value,3197.56,143890,13429,52,25480.0
MKT-00723,2024-09-28,Affiliate,Cashback & Review Partners,1433.77,43013,4444,31,15810.0
MKT-00724,2024-09-28,Email Marketing,Lifecycle VIP Retention,883.07,105968,7506,49,25970.0
MKT-00725,2024-09-29,Paid Social,Meta Retargeting & Lookalike,4309.98,323248,12067,43,19780.0
MKT-00726,2024-09-29,Google Ads,Search Intent High-Value,3170.14,142656,13314,51,24990.0
MKT-00727,2024-09-29,Affiliate,Cashback & Review Partners,1403.35,42100,4350,31,15810.0
MKT-00728,2024-09-29,Email Marketing,Lifecycle VIP Retention,945.87,113504,8039,52,27560.0
MKT-00729,2024-09-30,Paid Social,Meta Retargeting & Lookalike,4528.25,339618,12679,45,20700.0
MKT-00730,2024-09-30,Google Ads,Search Intent High-Value,3241.88,145884,13615,53,25970.0
MKT-00731,2024-09-30,Affiliate,Cashback & Review Partners,1483.03,44490,4597,32,16320.0
MKT-00732,2024-09-30,Email Marketing,Lifecycle VIP Retention,942.08,113049,8007,52,27560.0
