order_id,customer_id,order_date,order_status,payment_method,shipping_partner,gross_amount,discount_amount,net_amount,delivery_fee,delivery_cost
ORD-015865,CUST-002766,2024-07-05,Delivered,Credit Card,FastLogistics,62.0,5.37,56.63,5.0,84.67
ORD-015866,CUST-013969,2024-04-03,Delivered,COD,FastLogistics,209.0,2.67,206.33,0.0,74.93
ORD-015867,CUST-001617,2024-07-31,Delivered,Credit Card,ExpressCargo,459.66,26.42,433.24,0.0,73.99
ORD-015868,CUST-010671,2024-07-07,Delivered,Credit Card,BlueDart,390.0,19.54,370.46,0.0,91.31
ORD-015869,CUST-002918,2024-08-30,Delivered,Credit Card,FastLogistics,29.0,2.58,26.42,5.0,83.8
ORD-015870,CUST-005105,2024-06-16,Delivered,UPI,FastLogistics,130.0,2.2,127.8,0.0,72.63
ORD-015871,CUST-014679,2024-05-26,Delivered,UPI,ExpressCargo,219.0,8.67,210.33,0.0,70.08
ORD-015872,CUST-010666,2024-09-18,Delivered,Credit Card,FastLogistics,448.38,17.97,430.41,0.0,81.88
ORD-015873,CUST-000404,2024-04-15,Delivered,UPI,ExpressCargo,95.0,1.79,93.21,0.0,69.27
ORD-015874,CUST-000473,2024-04-16,Delivered,UPI,FastLogistics,312.0,10.07,301.93,0.0,73.77
ORD-015875,CUST-012397,2024-09-22,Returned,Net Banking,FastLogistics,159.5,9.29,150.21,0.0,85.81
ORD-015876,CUST-013011,2024-09-15,Delivered,Credit Card,ExpressCargo,89.3,6.06,83.24,0.0,76.17
ORD-015877,CUST-006760,2024-07-24,Delivered,UPI,ExpressCargo,100.3,4.03,96.27,0.0,73.85
ORD-015878,CUST-013633,2024-08-23,Delivered,Credit Card,FastLogistics,459.66,30.08,429.58,0.0,84.5
ORD-015879,CUST-009590,2024-06-08,Delivered,Net Banking,ExpressCargo,978.0,36.51,941.49,0.0,66.84
ORD-015880,CUST-005202,2024-08-25,Delivered,COD,ExpressCargo,102.0,4.19,97.81,0.0,74.54
ORD-015881,CUST-009321,2024-08-15,Delivered,Credit Card,FastLogistics,134.0,8.62,125.38,0.0,83.24
ORD-015882,CUST-003760,2024-09-21,Delivered,Credit Card,BlueDart,42.3,2.68,39.62,5.0,89.62
ORD-015883,CUST-003514,2024-05-02,Delivered,UPI,ExpressCargo,49.0,1.19,47.81,5.0,70.33
ORD-015884,CUST-000919,2024-04-20,Delivered,UPI,FastLogistics,76.0,2.44,73.56,5.0,73.87
ORD-015885,CUST-009851,2024-07-13,Delivered,UPI,ExpressCargo,32.0,2.1,29.9,5.0,73.87
ORD-015886,CUST-005992,2024-07-23,Delivered,UPI,ExpressCargo,42.3,2.33,39.97,5.0,74.17
ORD-015887,CUST-013931,2024-05-22,Delivered,Credit Card,BlueDart,129.5,3.27,126.23,0.0,89.7
ORD-015888,CUST-010148,2024-04-26,Delivered,Net Banking,BlueDart,58.0,1.31,56.69,5.0,87.98
ORD-015889,CUST-009719,2024-06-20,Delivered,Net Banking,FastLogistics,406.0,13.12,392.88,0.0,72.06
ORD-015890,CUST-009486,2024-06-05,Delivered,COD,FastLogistics,32.0,0.72,31.28,5.0,74.15
ORD-015891,CUST-011390,2024-05-11,Delivered,Credit Card,FastLogistics,101.0,3.12,97.88,0.0,72.73
ORD-015892,CUST-005693,2024-05-27,Delivered,COD,FastLogistics,56.0,0.64,55.36,5.0,72.1
ORD-015893,CUST-006073,2024-08-13,Delivered,UPI,FastLogistics,64.0,5.01,58.99,5.0,83.65
ORD-015894,CUST-011500,2024-04-13,Delivered,UPI,FastLogistics,299.0,10.76,288.24,0.0,69.75
ORD-015895,CUST-004504,2024-04-20,Delivered,Credit Card,FastLogistics,233.0,2.39,230.61,0.0,75.29
ORD-015896,CUST-005921,2024-07-09,Delivered,Credit Card,BlueDart,1008.62,53.23,955.39,0.0,89.7
ORD-015897,CUST-006514,2024-07-24,Delivered,Net Banking,FastLogistics,32.0,2.11,29.89,5.0,86.22
ORD-015898,CUST-005479,2024-09-22,Delivered,UPI,ExpressCargo,49.0,4.31,44.69,5.0,74.55
ORD-015899,CUST-009548,2024-06-30,Returned,Credit Card,ExpressCargo,140.0,2.88,137.12,0.0,70.98
ORD-015900,CUST-001334,2024-05-02,Delivered,UPI,FastLogistics,65.0,1.93,63.07,5.0,70.24
ORD-015901,CUST-005129,2024-05-16,Delivered,Credit Card,FastLogistics,79.0,2.2,76.8,5.0,72.4
ORD-015902,CUST-002083,2024-09-02,Delivered,UPI,ExpressCargo,65.0,4.68,60.32,5.0,75.59
ORD-015903,CUST-004273,2024-09-25,Delivered,Credit Card,ExpressCargo,74.26,5.46,68.8,5.0,75.17
ORD-015904,CUST-010449,2024-04-26,Delivered,UPI,FastLogistics,452.0,6.44,445.56,0.0,74.86
ORD-015905,CUST-007330,2024-04-04,Delivered,UPI,ExpressCargo,38.0,1.51,36.49,5.0,65.91
ORD-015906,CUST-012878,2024-07-03,Delivered,UPI,FastLogistics,29.0,2.43,26.57,5.0,83.89
ORD-015907,CUST-003031,2024-06-01,Delivered,COD,FastLogistics,214.5,8.04,206.46,0.0,72.85
ORD-015908,CUST-008181,2024-05-03,Delivered,Credit Card,FastLogistics,978.0,12.48,965.52,0.0,73.27
ORD-015909,CUST-006380,2024-09-14,Delivered,Credit Card,BlueDart,16.0,0.92,15.08,5.0,89.97
ORD-015910,CUST-005077,2024-05-07,Delivered,UPI,BlueDart,978.0,19.78,958.22,0.0,85.05
ORD-015911,CUST-014688,2024-07-11,Delivered,Credit Card,FastLogistics,458.6,31.77,426.83,0.0,82.1
ORD-015912,CUST-013320,2024-05-20,Delivered,COD,FastLogistics,1042.5,36.23,1006.27,0.0,71.5
ORD-015913,CUST-002810,2024-09-29,Delivered,UPI,BlueDart,42.0,2.95,39.05,5.0,91.94
ORD-015914,CUST-014837,2024-08-30,Delivered,Credit Card,ExpressCargo,29.0,1.34,27.66,5.0,76.48
ORD-015915,CUST-012958,2024-04-04,Delivered,UPI,BlueDart,461.0,17.95,443.05,0.0,87.58
ORD-015916,CUST-010301,2024-05-27,Delivered,Credit Card,ExpressCargo,397.0,14.96,382.04,0.0,69.04
ORD-015917,CUST-013166,2024-09-15,Delivered,Net Banking,FastLogistics,89.3,4.36,84.94,0.0,82.48
ORD-015918,CUST-005528,2024-07-12,Delivered,Credit Card,BlueDart,190.0,13.96,176.04,0.0,92.51
ORD-015919,CUST-007378,2024-04-27,Delivered,Credit Card,ExpressCargo,297.0,8.72,288.28,0.0,70.44
ORD-015920,CUST-010992,2024-05-01,Delivered,Net Banking,FastLogistics,58.0,1.86,56.14,5.0,71.22
ORD-015921,CUST-002620,2024-04-07,Delivered,Net Banking,BlueDart,100.0,1.23,98.77,0.0,85.71
ORD-015922,CUST-013391,2024-06-27,Delivered,UPI,ExpressCargo,65.0,2.51,62.49,5.0,65.94
ORD-015923,CUST-007672,2024-07-06,Delivered,Credit Card,ExpressCargo,64.0,5.23,58.77,5.0,74.9
ORD-015924,CUST-013073,2024-04-29,Delivered,Net Banking,BlueDart,280.0,6.39,273.61,0.0,90.29
ORD-015925,CUST-005596,2024-09-13,Delivered,UPI,BlueDart,42.0,3.11,38.89,5.0,92.27
ORD-015926,CUST-006713,2024-04-22,Delivered,UPI,ExpressCargo,329.0,5.64,323.36,0.0,70.06
ORD-015927,CUST-001363,2024-06-04,Delivered,Net Banking,FastLogistics,95.0,3.0,92.0,0.0,69.97
ORD-015928,CUST-003246,2024-05-08,Delivered,UPI,BlueDart,485.0,8.02,476.98,0.0,87.87
ORD-015929,CUST-006431,2024-06-02,Delivered,Credit Card,ExpressCargo,76.0,2.24,73.76,5.0,65.73
ORD-015930,CUST-001640,2024-09-03,Delivered,UPI,ExpressCargo,621.66,54.96,566.7,0.0,76.11
ORD-015931,CUST-000453,2024-09-27,Delivered,COD,ExpressCargo,140.6,8.17,132.43,0.0,77.11
ORD-015932,CUST-011311,2024-08-11,Delivered,Credit Card,FastLogistics,130.0,7.93,122.07,0.0,83.94
ORD-015933,CUST-006574,2024-08-18,Delivered,Credit Card,FastLogistics,74.26,5.88,68.38,5.0,84.83
ORD-015934,CUST-010701,2024-07-09,Delivered,Credit Card,BlueDart,195.0,10.94,184.06,0.0,90.87
ORD-015935,CUST-008226,2024-07-13,Delivered,UPI,FastLogistics,249.06,13.88,235.18,0.0,83.47
ORD-015936,CUST-004184,2024-07-27,Delivered,COD,FastLogistics,178.6,8.81,169.79,0.0,84.87
ORD-015937,CUST-010896,2024-06-16,Delivered,Net Banking,BlueDart,47.5,1.32,46.18,5.0,89.87
ORD-015938,CUST-013525,2024-08-09,Delivered,COD,ExpressCargo,833.78,42.73,791.05,0.0,75.96
ORD-015939,CUST-000231,2024-05-25,Delivered,UPI,FastLogistics,493.0,9.24,483.76,0.0,73.95
ORD-015940,CUST-008645,2024-04-05,Delivered,UPI,BlueDart,202.0,7.96,194.04,0.0,89.84
ORD-015941,CUST-012405,2024-05-22,Delivered,UPI,FastLogistics,170.0,6.18,163.82,0.0,70.06
ORD-015942,CUST-002553,2024-06-09,Delivered,Net Banking,FastLogistics,207.0,2.64,204.36,0.0,74.18
ORD-015943,CUST-002531,2024-04-15,Delivered,UPI,FastLogistics,248.0,4.24,243.76,0.0,74.04
ORD-015944,CUST-004411,2024-07-01,Delivered,Credit Card,BlueDart,190.0,15.4,174.6,0.0,92.02
ORD-015945,CUST-012860,2024-08-14,Delivered,Credit Card,FastLogistics,48.5,2.78,45.72,5.0,83.47
ORD-015946,CUST-005199,2024-07-16,Delivered,Credit Card,FastLogistics,42.0,2.45,39.55,5.0,85.24
ORD-015947,CUST-000289,2024-06-15,Delivered,UPI,FastLogistics,306.0,9.45,296.55,0.0,69.57
ORD-015948,CUST-014949,2024-07-08,Delivered,UPI,BlueDart,390.0,19.42,370.58,0.0,92.95
ORD-015949,CUST-003402,2024-04-09,Delivered,Net Banking,FastLogistics,252.0,8.35,243.65,0.0,70.97
ORD-015950,CUST-002178,2024-04-24,Delivered,Credit Card,FastLogistics,422.0,6.69,415.31,0.0,70.48
ORD-015951,CUST-013111,2024-04-06,Delivered,COD,FastLogistics,45.0,1.38,43.62,5.0,71.05
ORD-015952,CUST-005219,2024-05-06,Delivered,Credit Card,FastLogistics,978.0,33.54,944.46,0.0,70.43
ORD-015953,CUST-009751,2024-05-11,Delivered,UPI,FastLogistics,489.0,15.15,473.85,0.0,74.35
ORD-015954,CUST-001237,2024-06-12,Delivered,Credit Card,FastLogistics,375.0,6.07,368.93,0.0,74.74
ORD-015955,CUST-013356,2024-04-16,Delivered,Net Banking,ExpressCargo,543.0,10.33,532.67,0.0,68.72
ORD-015956,CUST-009042,2024-06-09,Delivered,Net Banking,BlueDart,85.0,1.36,83.64,0.0,90.7
ORD-015957,CUST-007349,2024-04-19,Delivered,UPI,BlueDart,54.0,1.06,52.94,5.0,87.38
ORD-015958,CUST-002468,2024-07-02,Delivered,Net Banking,FastLogistics,124.0,8.04,115.96,0.0,83.2
ORD-015959,CUST-008091,2024-05-16,Delivered,Credit Card,ExpressCargo,471.0,15.67,455.33,0.0,65.7
ORD-015960,CUST-004256,2024-08-06,Delivered,Credit Card,BlueDart,32.0,1.8,30.2,5.0,92.86
ORD-015961,CUST-007366,2024-04-07,Returned,UPI,BlueDart,403.0,7.94,395.06,0.0,85.46
ORD-015962,CUST-011613,2024-05-07,Delivered,COD,FastLogistics,32.0,1.23,30.77,5.0,74.59
ORD-015963,CUST-011582,2024-04-19,Delivered,UPI,ExpressCargo,490.0,5.64,484.36,0.0,65.91
ORD-015964,CUST-009074,2024-07-12,Delivered,UPI,BlueDart,95.0,8.41,86.59,0.0,92.56
ORD-015965,CUST-005825,2024-06-03,Delivered,Credit Card,FastLogistics,45.0,1.55,43.45,5.0,70.18
ORD-015966,CUST-009952,2024-07-02,Delivered,Net Banking,FastLogistics,294.0,16.94,277.06,0.0,82.54
ORD-015967,CUST-000475,2024-09-02,Delivered,UPI,FastLogistics,84.6,3.47,81.13,0.0,82.48
ORD-015968,CUST-001673,2024-04-10,Delivered,Net Banking,FastLogistics,80.0,1.76,78.24,5.0,74.02
ORD-015969,CUST-000939,2024-05-31,Delivered,Credit Card,FastLogistics,19.5,0.27,19.23,5.0,71.25
ORD-015970,CUST-001354,2024-07-18,Delivered,Credit Card,ExpressCargo,172.0,12.55,159.45,0.0,74.0
ORD-015971,CUST-013958,2024-08-07,Delivered,Net Banking,FastLogistics,42.0,2.49,39.51,5.0,82.29
ORD-015972,CUST-012701,2024-07-09,Delivered,Credit Card,BlueDart,178.6,8.9,169.7,0.0,92.79
ORD-015973,CUST-014337,2024-06-21,Returned,Credit Card,BlueDart,448.0,13.97,434.03,0.0,88.2
ORD-015974,CUST-006292,2024-09-08,Delivered,Credit Card,FastLogistics,390.0,27.31,362.69,0.0,82.54
ORD-015975,CUST-005677,2024-09-20,Delivered,COD,BlueDart,374.12,30.12,344.0,0.0,92.32
ORD-015976,CUST-010194,2024-09-26,Delivered,UPI,FastLogistics,89.3,5.83,83.47,0.0,85.44
ORD-015977,CUST-009003,2024-08-05,Delivered,Credit Card,FastLogistics,308.0,27.04,280.96,0.0,82.43
ORD-015978,CUST-007976,2024-04-26,Delivered,UPI,BlueDart,169.0,5.14,163.86,0.0,89.65
ORD-015979,CUST-014986,2024-06-01,Delivered,Credit Card,ExpressCargo,19.5,0.21,19.29,5.0,70.15
ORD-015980,CUST-013749,2024-08-20,Delivered,COD,FastLogistics,187.06,10.03,177.03,0.0,84.35
ORD-015981,CUST-005476,2024-08-04,Delivered,COD,BlueDart,178.6,15.91,162.69,0.0,89.58
ORD-015982,CUST-005254,2024-05-24,Delivered,Credit Card,ExpressCargo,264.0,4.25,259.75,0.0,67.03
ORD-015983,CUST-005415,2024-06-17,Delivered,UPI,FastLogistics,62.0,2.04,59.96,5.0,72.45
ORD-015984,CUST-005913,2024-04-25,Delivered,Credit Card,ExpressCargo,56.0,1.37,54.63,5.0,68.92
ORD-015985,CUST-007467,2024-07-30,Delivered,UPI,FastLogistics,49.0,2.33,46.67,5.0,86.13
ORD-015986,CUST-009818,2024-08-02,Delivered,Net Banking,ExpressCargo,140.0,11.92,128.08,0.0,74.65
ORD-015987,CUST-008091,2024-04-12,Delivered,Credit Card,ExpressCargo,140.0,2.78,137.22,0.0,70.55
ORD-015988,CUST-001595,2024-07-25,Delivered,UPI,FastLogistics,365.0,22.72,342.28,0.0,86.42
ORD-015989,CUST-000426,2024-07-21,Delivered,Credit Card,BlueDart,42.3,2.55,39.75,5.0,90.28
ORD-015990,CUST-009481,2024-09-02,Delivered,COD,ExpressCargo,124.0,10.78,113.22,0.0,76.13
ORD-015991,CUST-003345,2024-08-15,Delivered,Credit Card,ExpressCargo,280.0,23.46,256.54,0.0,76.31
ORD-015992,CUST-008249,2024-05-31,Delivered,Credit Card,BlueDart,49.0,1.38,47.62,5.0,86.43
ORD-015993,CUST-006576,2024-05-27,Returned,UPI,ExpressCargo,32.0,0.82,31.18,5.0,66.22
ORD-015994,CUST-000390,2024-05-28,Delivered,UPI,BlueDart,79.0,1.09,77.91,5.0,86.98
ORD-015995,CUST-014377,2024-06-20,Delivered,Net Banking,FastLogistics,19.5,0.63,18.87,5.0,75.15
ORD-015996,CUST-012032,2024-04-05,Delivered,Credit Card,BlueDart,32.0,1.09,30.91,5.0,86.0
ORD-015997,CUST-013063,2024-04-07,Delivered,UPI,ExpressCargo,190.0,4.21,185.79,0.0,67.6
ORD-015998,CUST-000987,2024-08-01,Delivered,UPI,ExpressCargo,364.0,16.67,347.33,0.0,76.15
ORD-015999,CUST-010854,2024-05-11,Delivered,COD,FastLogistics,65.0,0.88,64.12,5.0,71.14
ORD-016000,CUST-007970,2024-05-30,Delivered,Credit Card,ExpressCargo,1105.0,28.49,1076.51,0.0,67.43
ORD-016001,CUST-014824,2024-04-27,Delivered,Credit Card,BlueDart,76.0,2.49,73.51,5.0,86.98
ORD-016002,CUST-000998,2024-06-25,Delivered,Credit Card,ExpressCargo,140.0,3.8,136.2,0.0,68.83
ORD-016003,CUST-014858,2024-09-10,Delivered,COD,ExpressCargo,140.6,12.38,128.22,0.0,73.41
ORD-016004,CUST-014025,2024-08-02,Delivered,UPI,ExpressCargo,406.06,26.91,379.15,0.0,73.62
ORD-016005,CUST-011628,2024-04-24,Delivered,Credit Card,ExpressCargo,1057.0,30.67,1026.33,0.0,70.58
ORD-016006,CUST-014584,2024-07-24,Delivered,Credit Card,ExpressCargo,142.0,11.72,130.28,0.0,74.9
ORD-016007,CUST-012070,2024-07-13,Delivered,UPI,FastLogistics,148.52,7.28,141.24,0.0,82.72
ORD-016008,CUST-001945,2024-08-28,Delivered,Credit Card,FastLogistics,39.0,2.22,36.78,5.0,85.79
ORD-016009,CUST-014177,2024-06-30,Delivered,UPI,BlueDart,64.0,0.97,63.03,5.0,85.99
ORD-016010,CUST-014537,2024-07-25,Delivered,Net Banking,FastLogistics,214.26,14.62,199.64,0.0,84.69
ORD-016011,CUST-005766,2024-06-29,Delivered,Credit Card,ExpressCargo,146.0,4.26,141.74,0.0,66.02
ORD-016012,CUST-000899,2024-09-15,Delivered,UPI,BlueDart,224.3,16.08,208.22,0.0,90.0
ORD-016013,CUST-011603,2024-05-07,Delivered,Net Banking,FastLogistics,90.0,1.33,88.67,0.0,71.93
ORD-016014,CUST-007257,2024-06-03,Delivered,UPI,FastLogistics,56.0,1.09,54.91,5.0,71.06
ORD-016015,CUST-005944,2024-08-27,Delivered,UPI,ExpressCargo,85.0,3.91,81.09,0.0,75.61
ORD-016016,CUST-004338,2024-08-14,Delivered,COD,ExpressCargo,105.0,4.91,100.09,0.0,74.73
ORD-016017,CUST-012881,2024-09-26,Delivered,Credit Card,BlueDart,32.0,2.04,29.96,5.0,91.39
ORD-016018,CUST-012654,2024-04-15,Delivered,UPI,FastLogistics,113.0,1.91,111.09,0.0,70.58
ORD-016019,CUST-002232,2024-06-02,Delivered,Net Banking,ExpressCargo,260.0,2.83,257.17,0.0,67.27
ORD-016020,CUST-014233,2024-07-08,Delivered,Credit Card,FastLogistics,56.0,2.92,53.08,5.0,83.05
ORD-016021,CUST-010365,2024-08-01,Delivered,UPI,ExpressCargo,124.0,6.44,117.56,0.0,75.05
ORD-016022,CUST-006119,2024-07-23,Delivered,Credit Card,FastLogistics,209.5,13.46,196.04,0.0,85.89
ORD-016023,CUST-013559,2024-04-13,Delivered,Credit Card,ExpressCargo,95.0,2.75,92.25,0.0,70.93
ORD-016024,CUST-007856,2024-06-27,Delivered,Credit Card,FastLogistics,38.0,0.65,37.35,5.0,69.79
ORD-016025,CUST-006366,2024-04-01,Delivered,Credit Card,BlueDart,207.0,5.58,201.42,0.0,85.58
ORD-016026,CUST-013388,2024-07-04,Delivered,Credit Card,ExpressCargo,459.66,35.2,424.46,0.0,76.16
ORD-016027,CUST-007402,2024-05-06,Delivered,Credit Card,ExpressCargo,144.0,1.85,142.15,0.0,66.07
ORD-016028,CUST-004092,2024-04-24,Delivered,UPI,FastLogistics,483.0,14.24,468.76,0.0,74.62
ORD-016029,CUST-011903,2024-07-19,Delivered,Credit Card,ExpressCargo,353.0,27.32,325.68,0.0,75.92
ORD-016030,CUST-003379,2024-05-17,Delivered,Net Banking,ExpressCargo,237.0,4.32,232.68,0.0,69.64
ORD-016031,CUST-007719,2024-07-26,Delivered,Net Banking,FastLogistics,386.6,33.66,352.94,0.0,85.58
ORD-016032,CUST-001374,2024-04-17,Delivered,UPI,FastLogistics,271.0,3.25,267.75,0.0,74.73
ORD-016033,CUST-013936,2024-09-14,Delivered,Credit Card,ExpressCargo,178.6,7.19,171.41,0.0,76.74
ORD-016034,CUST-012346,2024-05-05,Delivered,UPI,BlueDart,769.0,10.17,758.83,0.0,87.44
ORD-016035,CUST-005373,2024-08-17,Delivered,UPI,ExpressCargo,488.66,26.61,462.05,0.0,75.69
ORD-016036,CUST-005070,2024-06-11,Delivered,Credit Card,ExpressCargo,32.0,0.38,31.62,5.0,66.01
ORD-016037,CUST-003458,2024-07-03,Delivered,Credit Card,FastLogistics,117.0,10.24,106.76,0.0,86.77
ORD-016038,CUST-008160,2024-05-14,Delivered,UPI,FastLogistics,367.0,11.28,355.72,0.0,69.5
ORD-016039,CUST-003397,2024-08-20,Delivered,UPI,BlueDart,74.26,3.46,70.8,5.0,92.22
ORD-016040,CUST-003771,2024-05-21,Delivered,UPI,FastLogistics,79.0,0.84,78.16,5.0,72.28
ORD-016041,CUST-001756,2024-04-29,Delivered,COD,BlueDart,54.0,1.25,52.75,5.0,87.86
ORD-016042,CUST-013892,2024-09-15,Delivered,UPI,BlueDart,19.5,1.21,18.29,5.0,89.46
ORD-016043,CUST-004727,2024-05-14,Delivered,Net Banking,ExpressCargo,1073.0,31.41,1041.59,0.0,70.26
ORD-016044,CUST-005839,2024-09-25,Returned,COD,FastLogistics,607.24,44.33,562.91,0.0,85.12
ORD-016045,CUST-006532,2024-07-09,Delivered,UPI,FastLogistics,280.0,18.3,261.7,0.0,84.96
ORD-016046,CUST-010756,2024-09-24,Delivered,UPI,ExpressCargo,148.52,6.45,142.07,0.0,77.0
ORD-016047,CUST-005822,2024-07-29,Delivered,Credit Card,FastLogistics,29.0,1.29,27.71,5.0,87.01
ORD-016048,CUST-011308,2024-06-10,Delivered,COD,ExpressCargo,236.0,8.19,227.81,0.0,69.23
ORD-016049,CUST-008401,2024-07-24,Delivered,UPI,ExpressCargo,219.06,9.69,209.37,0.0,74.25
ORD-016050,CUST-010892,2024-08-21,Returned,Net Banking,FastLogistics,479.16,42.46,436.7,0.0,82.24
ORD-016051,CUST-004505,2024-05-01,Delivered,Net Banking,ExpressCargo,60.0,2.18,57.82,5.0,67.58
ORD-016052,CUST-001162,2024-06-13,Delivered,Credit Card,BlueDart,350.0,3.6,346.4,0.0,85.4
ORD-016053,CUST-011897,2024-04-21,Delivered,Credit Card,FastLogistics,1538.0,39.96,1498.04,0.0,69.95
ORD-016054,CUST-014406,2024-07-08,Delivered,Net Banking,ExpressCargo,58.0,4.94,53.06,5.0,73.81
ORD-016055,CUST-004679,2024-05-01,Delivered,Net Banking,BlueDart,569.0,7.94,561.06,0.0,86.66
ORD-016056,CUST-014370,2024-09-17,Delivered,Credit Card,FastLogistics,84.0,6.43,77.57,5.0,82.7
ORD-016057,CUST-005512,2024-07-03,Delivered,COD,FastLogistics,74.26,4.31,69.95,5.0,82.54
ORD-016058,CUST-001782,2024-05-15,Delivered,COD,FastLogistics,1237.0,14.41,1222.59,0.0,73.63
ORD-016059,CUST-008124,2024-04-11,Returned,COD,FastLogistics,84.0,2.48,81.52,0.0,69.58
ORD-016060,CUST-003607,2024-09-24,Delivered,UPI,BlueDart,111.0,7.11,103.89,0.0,89.96
ORD-016061,CUST-008588,2024-06-20,Delivered,UPI,BlueDart,1242.0,15.23,1226.77,0.0,86.98
ORD-016062,CUST-011589,2024-04-28,Delivered,UPI,ExpressCargo,76.0,1.14,74.86,5.0,69.86
ORD-016063,CUST-006336,2024-08-11,Delivered,Credit Card,ExpressCargo,32.0,2.73,29.27,5.0,73.6
ORD-016064,CUST-010881,2024-05-09,Delivered,UPI,FastLogistics,235.0,2.5,232.5,0.0,73.23
ORD-016065,CUST-009109,2024-04-02,Delivered,Credit Card,FastLogistics,777.0,29.85,747.15,0.0,74.01
ORD-016066,CUST-002991,2024-05-20,Delivered,Credit Card,BlueDart,208.0,7.62,200.38,0.0,85.54
ORD-016067,CUST-014862,2024-07-14,Delivered,UPI,FastLogistics,141.0,8.23,132.77,0.0,84.3
ORD-016068,CUST-010244,2024-07-28,Delivered,Credit Card,ExpressCargo,49.0,3.81,45.19,5.0,74.76
ORD-016069,CUST-003936,2024-04-26,Delivered,Credit Card,BlueDart,39.0,0.94,38.06,5.0,85.81
ORD-016070,CUST-012659,2024-04-17,Delivered,UPI,FastLogistics,203.0,2.34,200.66,0.0,70.32
ORD-016071,CUST-004212,2024-07-14,Delivered,Credit Card,ExpressCargo,233.12,12.48,220.64,0.0,76.77
ORD-016072,CUST-009683,2024-07-26,Delivered,Credit Card,BlueDart,282.0,23.87,258.13,0.0,89.41
ORD-016073,CUST-007274,2024-08-12,Delivered,Credit Card,FastLogistics,378.6,25.98,352.62,0.0,82.06
ORD-016074,CUST-014560,2024-08-07,Delivered,Credit Card,FastLogistics,148.52,8.29,140.23,0.0,86.05
ORD-016075,CUST-009763,2024-06-27,Delivered,Credit Card,FastLogistics,398.0,8.3,389.7,0.0,74.62
ORD-016076,CUST-009641,2024-08-15,Delivered,Credit Card,ExpressCargo,65.0,5.48,59.52,5.0,77.07
ORD-016077,CUST-003683,2024-06-19,Delivered,Credit Card,FastLogistics,49.0,1.94,47.06,5.0,75.15
ORD-016078,CUST-007230,2024-08-31,Delivered,COD,FastLogistics,64.0,4.99,59.01,5.0,86.59
ORD-016079,CUST-009349,2024-09-23,Delivered,COD,ExpressCargo,140.0,10.08,129.92,0.0,75.65
ORD-016080,CUST-012033,2024-06-04,Delivered,Credit Card,BlueDart,190.0,3.61,186.39,0.0,87.53
ORD-016081,CUST-002731,2024-07-03,Delivered,Credit Card,BlueDart,74.26,3.89,70.37,5.0,90.3
ORD-016082,CUST-007302,2024-09-14,Delivered,UPI,BlueDart,28.0,2.37,25.63,5.0,91.64
ORD-016083,CUST-014372,2024-05-23,Delivered,UPI,FastLogistics,470.0,6.31,463.69,0.0,72.81
ORD-016084,CUST-003885,2024-09-14,Delivered,Credit Card,FastLogistics,90.0,5.56,84.44,0.0,82.78
ORD-016085,CUST-011132,2024-04-21,Delivered,Credit Card,BlueDart,100.0,3.76,96.24,0.0,85.25
ORD-016086,CUST-008054,2024-05-17,Delivered,Credit Card,FastLogistics,520.0,13.02,506.98,0.0,71.82
ORD-016087,CUST-006838,2024-09-03,Delivered,UPI,FastLogistics,307.0,14.13,292.87,0.0,87.68
ORD-016088,CUST-002352,2024-09-30,Delivered,COD,FastLogistics,96.3,8.08,88.22,0.0,84.03
ORD-016089,CUST-001620,2024-08-20,Delivered,COD,FastLogistics,158.86,12.65,146.21,0.0,85.25
ORD-016090,CUST-002809,2024-05-06,Delivered,UPI,FastLogistics,88.0,2.27,85.73,0.0,72.0
ORD-016091,CUST-013846,2024-04-03,Delivered,Net Banking,ExpressCargo,148.0,5.87,142.13,0.0,65.9
ORD-016092,CUST-003811,2024-08-26,Delivered,COD,FastLogistics,170.0,12.63,157.37,0.0,84.24
ORD-016093,CUST-000481,2024-09-28,Delivered,UPI,FastLogistics,98.0,7.25,90.75,0.0,87.27
ORD-016094,CUST-004536,2024-06-15,Delivered,COD,FastLogistics,124.0,3.6,120.4,0.0,72.81
ORD-016095,CUST-003295,2024-04-05,Delivered,Credit Card,FastLogistics,130.0,2.24,127.76,0.0,73.65
ORD-016096,CUST-003067,2024-08-13,Delivered,Net Banking,FastLogistics,85.0,4.23,80.77,0.0,85.28
ORD-016097,CUST-012636,2024-05-25,Delivered,UPI,BlueDart,159.0,2.34,156.66,0.0,86.35
ORD-016098,CUST-006026,2024-07-13,Delivered,Credit Card,FastLogistics,74.26,3.34,70.92,5.0,83.19
ORD-016099,CUST-006075,2024-09-01,Delivered,Credit Card,ExpressCargo,49.0,1.97,47.03,5.0,74.33
ORD-016100,CUST-002603,2024-07-10,Delivered,Credit Card,FastLogistics,374.12,15.41,358.71,0.0,85.6
ORD-016101,CUST-009020,2024-07-11,Delivered,UPI,FastLogistics,39.0,2.21,36.79,5.0,84.5
ORD-016102,CUST-007549,2024-07-15,Delivered,UPI,FastLogistics,39.0,1.58,37.42,5.0,85.46
ORD-016103,CUST-001707,2024-04-02,Delivered,Credit Card,FastLogistics,98.0,3.61,94.39,0.0,74.53
ORD-016104,CUST-004015,2024-05-10,Delivered,COD,ExpressCargo,118.0,3.48,114.52,0.0,66.09
